Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P004606,East Asia and Pacific,Republic of the Philippines,Closed,Economic Integration Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004606,1992-12-10T00:00:00Z,1995-02-28T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Structural Adjustment Loan,U,,Banking Institutions,"Other Industry, Trade and Services",Central Government (Central Agencies),Tax policy and administration,Other financial and private sector development
P009064,Europe and Central Asia,Republic of Turkey,Closed,Employment & Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009064,1992-12-10T00:00:00Z,2000-12-31T00:00:00Z,,,67000000.0,0.0,67000000.0,0,,Specific Investment Loan,C,,Social Protection,,,Gender,Improving labor markets
P007694,Latin America and Caribbean,United Mexican States,Closed,Transport Air Quality Management Project for the Mexico City Metropolitan Area,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007694,1992-12-15T00:00:00Z,1999-06-30T00:00:00Z,,,220000000.0,0.0,220000000.0,0,,Specific Investment Loan,D,,Sub-National Government,,,Environmental policies and institutions,Pollution management and environmental health
P007724,Latin America and Caribbean,United Mexican States,Closed,Labor Market and Productivity Enhancement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007724,1992-12-15T00:00:00Z,1998-06-30T00:00:00Z,,,174000000.0,0.0,174000000.0,0,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),,Improving labor markets,"Micro, Small and Medium Enterprise support"
P008810,Europe and Central Asia,Russian Federation,Closed,Privatization Implementation Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008810,1992-12-17T00:00:00Z,1999-06-30T00:00:00Z,,,90000000.0,0.0,90000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),"Other Industry, Trade and Services",Law and Justice,Other financial and private sector development,"Micro, Small and Medium Enterprise support"
P010410,South Asia,Republic of India,Closed,Renewable Resources Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010410,1992-12-17T00:00:00Z,2001-12-31T00:00:00Z,,,75000000.0,115000000.0,190000000.0,0,,Specific Investment Loan,A,,Renewable energy,,,Pollution management and environmental health,Infrastructure services for private sector development
P008061,Latin America and Caribbean,Republic of Peru,Closed,SAL,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008061,1992-12-21T00:00:00Z,,,,150000000.0,0.0,150000000.0,0,,Structural Adjustment Loan,U,,Central Government (Central Agencies),Public Administration - Social Protection,Banking Institutions,Macroeconomic management,Other financial and private sector development
P002383,Africa East,Republic of Seychelles,Closed,Environment and Transport,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P002383,1992-12-22T00:00:00Z,1999-12-30T00:00:00Z,,,4500000.0,0.0,4500000.0,0,,Specific Investment Loan,B,,Central Government (Central Agencies),Roads and highways,Aviation,Pollution management and environmental health,Biodiversity
P003512,East Asia and Pacific,People's Republic of China,Closed,Shanghai Port Restructuring and Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003512,1992-12-22T00:00:00Z,1999-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,A,,Ports/Waterways,Sub-National Government,,Environmental policies and institutions,Infrastructure services for private sector development
P003914,East Asia and Pacific,Republic of Indonesia,Closed,THIRD COMMUNITY HEALTH AND NUTRITION PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003914,1992-12-22T00:00:00Z,2001-03-31T00:00:00Z,,,93500000.0,0.0,93500000.0,0,,Specific Investment Loan,C,,Health,,,Nutrition and food security,Rural services and infrastructure
P008223,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Highways Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008223,1992-12-22T00:00:00Z,2002-12-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Decentralization,Pollution management and environmental health
P008465,Europe and Central Asia,Hungary,Closed,Roads Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008465,1992-12-22T00:00:00Z,1999-06-30T00:00:00Z,,,90000000.0,0.0,90000000.0,0,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),Sub-National Government,Other financial and private sector development,Rural services and infrastructure
P006378,Latin America and Caribbean,Federative Republic of Brazil,Closed,Santa Catarina State Highway Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006378,1992-12-22T00:00:00Z,1999-12-31T00:00:00Z,,,88000000.0,0.0,88000000.0,0,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),,Infrastructure services for private sector development,Environmental policies and institutions
P006540,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Water Quality and Pollution Control,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006540,1993-01-05T00:00:00Z,1999-09-30T00:00:00Z,,,145000000.0,0.0,145000000.0,0,,Specific Investment Loan,A,,Sewerage,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Environmental policies and institutions,Other urban development
P006012,Latin America and Caribbean,Argentine Republic,Closed,Public Enterprise Reform Adjustment Loan Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006012,1993-01-05T00:00:00Z,1995-12-31T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Sector Adjustment Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),Other Energy and Extractives,Regulation and competition policy,State-owned enterprise restructuring and privatization
P006037,Latin America and Caribbean,Argentine Republic,Closed,Debt and Debt Service Reduction Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006037,1993-01-05T00:00:00Z,1993-07-31T00:00:00Z,,,450000000.0,0.0,450000000.0,0,,Debt and Debt Service Reduction Loan,C,,Central Government (Central Agencies),,,Macroeconomic management,Debt management and fiscal sustainability
P005438,Middle East and North Africa,Kingdom of Morocco,Closed,Telecommunications Sector Restructuring Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005438,1993-02-02T00:00:00Z,1997-12-31T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,Roads and highways,,,Rural services and infrastructure,Other urban development
P007648,Latin America and Caribbean,United Mexican States,Closed,Medium Size Cities Urban Transport Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007648,1993-02-16T00:00:00Z,2003-12-31T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Specific Investment Loan,B,,Other Transportation,Sub-National Government,Central Government (Central Agencies),Other financial and private sector development,Pollution management and environmental health
P006047,Latin America and Caribbean,Argentine Republic,Closed,Financial Sector Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006047,1993-02-16T00:00:00Z,1995-12-31T00:00:00Z,,,400000000.0,0.0,400000000.0,0,,Structural Adjustment Loan,U,,Banking Institutions,Other Non-bank Financial Institutions,Central Government (Central Agencies),Other financial and private sector development,Macroeconomic management
P003597,East Asia and Pacific,People's Republic of China,Closed,TAIHU BASIN FLOOD CONTROL PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003597,1993-02-23T00:00:00Z,2001-12-31T00:00:00Z,,,100000000.0,100000000.0,200000000.0,0,,Specific Investment Loan,A,,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Other Public Administration,Pollution management and environmental health,Natural disaster management
P004976,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Housing Completion & Sector Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004976,1993-03-04T00:00:00Z,1998-06-30T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Specific Investment Loan,B,,Housing Construction,Banking Institutions,Other Non-bank Financial Institutions,Regulation and competition policy,Other environment and natural resources management
P005336,Middle East and North Africa,Lebanese Republic,Closed,Emergency Reconstruction & Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005336,1993-03-04T00:00:00Z,2002-03-01T00:00:00Z,,,175000000.0,0.0,175000000.0,0,,Emergency Recovery Loan,B,,"Other Water Supply, Sanitation and Waste Management",Power,Housing Construction,Other urban development,Pollution management and environmental health
P008316,Europe and Central Asia,Republic of Bulgaria,Closed,Energy Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008316,1993-03-09T00:00:00Z,2000-12-31T00:00:00Z,,,93000000.0,0.0,93000000.0,0,,Specific Investment Loan,B,,Power,,,Pollution management and environmental health,Infrastructure services for private sector development
P008599,Europe and Central Asia,Republic of Poland,Closed,Roads Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008599,1993-03-09T00:00:00Z,2000-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,C,,Roads and highways,Central Government (Central Agencies),,Other financial and private sector development,Other urban development
P008559,Europe and Central Asia,Republic of Moldova,Closed,Emergency Drought Recovery Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008559,1993-03-11T00:00:00Z,1994-03-31T00:00:00Z,,,26000000.0,0.0,26000000.0,0,,Emergency Recovery Loan,C,,Crops,Fisheries,Livestock,Natural disaster management,
P005284,Middle East and North Africa,Hashemite Kingdom of Jordan,Closed,Transport Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005284,1993-03-11T00:00:00Z,2000-06-30T00:00:00Z,,,35000000.0,0.0,35000000.0,0,,Specific Investment Loan,B,,Roads and highways,,,Export development and competitiveness,Infrastructure services for private sector development
P009023,Europe and Central Asia,Republic of Turkey,Closed,Eastern Anatolia Watershed Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009023,1993-03-11T00:00:00Z,2001-09-30T00:00:00Z,,,77000000.0,0.0,77000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),"Agricultural Extension, Research, and Other Support Activities",Forestry,Biodiversity,Land administration and management
P009065,Europe and Central Asia,Republic of Turkey,Closed,Bursa Water & Sanitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009065,1993-03-11T00:00:00Z,2001-06-30T00:00:00Z,,,129500000.0,0.0,129500000.0,0,,Specific Investment Loan,B,,Water Supply,Sewerage,Waste Management,Municipal governance and institution building,Urban services and housing for the poor
P003533,East Asia and Pacific,People's Republic of China,Closed,Tianjin Industrial Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003533,1993-03-16T00:00:00Z,2000-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",Sub-National Government,Banking Institutions,Technology diffusion,Other financial and private sector development
P004954,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,BASIC & SECONDARY EDUCATION SUPPORT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004954,1993-03-16T00:00:00Z,2001-03-31T00:00:00Z,,,40000000.0,0.0,40000000.0,0,,Sector Investment and Maintenance Loan,C,,Primary Education,Secondary Education,Tertiary Education,Education for all,Education for the knowledge economy
P005212,Middle East and North Africa,Islamic Republic of Iran,Closed,IRRIGATION IMPROVEMENT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005212,1993-03-16T00:00:00Z,2001-06-30T00:00:00Z,,,157000000.0,0.0,157000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),Rural policies and institutions,Environmental policies and institutions
P005319,Middle East and North Africa,Hashemite Kingdom of Jordan,Closed,Health Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005319,1993-03-16T00:00:00Z,2001-12-31T00:00:00Z,,,20000000.0,0.0,20000000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Decentralization,Health system performance
P004309,East Asia and Pacific,Malaysia,Closed,Polytechnic Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004309,1993-03-16T00:00:00Z,1999-12-31T00:00:00Z,,,107000000.0,0.0,107000000.0,0,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),,Administrative and civil service reform,Education for the knowledge economy
P006875,Latin America and Caribbean,Republic of Colombia,Closed,Agricultural Sector Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006875,1993-03-18T00:00:00Z,1999-06-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Financial Intermediary Loan,B,,"Other Agriculture, Fishing and Forestry",,,Rural markets,
P007167,Latin America and Caribbean,Republic of El Salvador,Closed,AGRICULTURAL SECTOR REFORM AND INVESTMENT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007167,1993-03-18T00:00:00Z,2003-01-31T00:00:00Z,,,40000000.0,0.0,40000000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Rural policies and institutions,"Micro, Small and Medium Enterprise support"
P010416,South Asia,Republic of India,Closed,Powergrid System Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010416,1993-03-23T00:00:00Z,2000-12-31T00:00:00Z,,,350000000.0,0.0,350000000.0,0,,Specific Investment Loan,B,,Power,,,Other financial and private sector development,Regulation and competition policy
P004006,East Asia and Pacific,Republic of Indonesia,Closed,Eastern Indonesia Kabupaten Roads Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004006,1993-03-23T00:00:00Z,1999-12-31T00:00:00Z,,,155000000.0,0.0,155000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Urban services and housing for the poor,Rural services and infrastructure
P001920,Africa East,Republic of Mauritius,Closed,Education Sector Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001920,1993-03-23T00:00:00Z,1998-12-31T00:00:00Z,,,20000000.0,0.0,20000000.0,0,,Specific Investment Loan,C,,Secondary Education,Tertiary Education,Primary Education,Education for all,Education for the knowledge economy
P003570,East Asia and Pacific,People's Republic of China,Closed,Railway Project (06),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003570,1993-03-25T00:00:00Z,2001-06-30T00:00:00Z,,,420000000.0,0.0,420000000.0,0,,Specific Investment Loan,B,,Railways,Central Government (Central Agencies),,Environmental policies and institutions,Infrastructure services for private sector development
P003580,East Asia and Pacific,People's Republic of China,Closed,SOUTHERN JIANGSU ENVIRONMENTAL PROTECTION PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003580,1993-03-25T00:00:00Z,2001-06-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",Sewerage,Sub-National Government,Pollution management and environmental health,Environmental policies and institutions
P007479,Latin America and Caribbean,Jamaica,Closed,Reform of Secondary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007479,1993-03-25T00:00:00Z,2000-12-31T00:00:00Z,,,32000000.0,0.0,32000000.0,0,,Specific Investment Loan,C,,Secondary Education,Central Government (Central Agencies),Tertiary Education,Education for all,Improving labor markets
P005222,Middle East and North Africa,Islamic Republic of Iran,Closed,Primary Health Care & Family Planning Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005222,1993-03-25T00:00:00Z,2001-12-31T00:00:00Z,,,141400000.0,0.0,141400000.0,0,,Specific Investment Loan,B,,Health,Central Government (Central Agencies),,Health system performance,Rural services and infrastructure
P008278,Europe and Central Asia,Republic of Armenia,Closed,Institution Building Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008278,1993-03-30T00:00:00Z,1997-11-30T00:00:00Z,,,12000000.0,0.0,12000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Public Administration - Social Protection,"Other Industry, Trade and Services","Public expenditure, financial management and procurement",Tax policy and administration
P005215,Middle East and North Africa,Islamic Republic of Iran,Closed,Power Sector Efficiency Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005215,1993-03-30T00:00:00Z,2000-12-31T00:00:00Z,,,165000000.0,0.0,165000000.0,0,,Specific Investment Loan,B,,Power,,,Other urban development,Infrastructure services for private sector development
P005462,Middle East and North Africa,Kingdom of Morocco,Closed,Large Scale Irrigation Improvement Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005462,1993-03-30T00:00:00Z,2000-12-31T00:00:00Z,,,215000000.0,0.0,215000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,Central Government (Central Agencies),Roads and highways,Environmental policies and institutions,Rural services and infrastructure
P004009,East Asia and Pacific,Republic of Indonesia,Closed,Integrated Pest Management Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004009,1993-03-30T00:00:00Z,1999-11-30T00:00:00Z,,,32000000.0,0.0,32000000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Pollution management and environmental health,Environmental policies and institutions
P008322,Europe and Central Asia,Republic of Bulgaria,Closed,Telecommunications Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008322,1993-04-13T00:00:00Z,1999-06-30T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Specific Investment Loan,C,,ICT Infrastructure,,,Infrastructure services for private sector development,Urban services and housing for the poor
P008771,Europe and Central Asia,Romania,Closed,Transport Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008771,1993-04-13T00:00:00Z,1998-12-31T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),Railways,Improving labor markets,Rural services and infrastructure
P003999,East Asia and Pacific,Republic of Indonesia,Closed,Groundwater Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003999,1993-04-13T00:00:00Z,1999-12-31T00:00:00Z,,,54000000.0,0.0,54000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,Water Supply,,Water resource management,Rural services and infrastructure
P004018,East Asia and Pacific,Republic of Indonesia,Closed,Flores Earthquake Reconstruction Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004018,1993-04-13T00:00:00Z,1998-11-30T00:00:00Z,,,42100000.0,0.0,42100000.0,0,,Emergency Recovery Loan,C,,Central Government (Central Agencies),Roads and highways,Other Education,Natural disaster management,
P004169,East Asia and Pacific,Republic of Korea,Closed,Kwangju and Seoul Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004169,1993-04-13T00:00:00Z,1999-12-31T00:00:00Z,,,110000000.0,0.0,110000000.0,0,,Specific Investment Loan,B,,Sewerage,,,Pollution management and environmental health,Water resource management
P004399,East Asia and Pacific,The Independent State of Papua New Guine,Closed,Population and Family Planning Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004399,1993-04-13T00:00:00Z,2002-09-30T00:00:00Z,,,6900000.0,0.0,6900000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Other communicable diseases,Population and reproductive health
P006952,Latin America and Caribbean,Republic of Costa Rica,Closed,Structural Adjustment Loan Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006952,1993-04-15T00:00:00Z,1995-04-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,Other financial and private sector development,Tax policy and administration
P008047,Latin America and Caribbean,Republic of Peru,Closed,Privatization Adjustment Loan ,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008047,1993-04-20T00:00:00Z,1998-01-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Sector Adjustment Loan,C,,Other Energy and Extractives,ICT Infrastructure,"Other Industry, Trade and Services",Macroeconomic management,Rural non-farm income generation
P008484,Europe and Central Asia,Hungary,Closed,Health Services & Managemetn Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008484,1993-04-20T00:00:00Z,2000-06-30T00:00:00Z,,,91000000.0,0.0,91000000.0,0,,Specific Investment Loan,C,,Health,,,Health system performance,Administrative and civil service reform
P008495,Europe and Central Asia,Hungary,Closed,Pension Administration & Health Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008495,1993-04-20T00:00:00Z,1999-12-31T00:00:00Z,,,132000000.0,0.0,132000000.0,0,,Specific Investment Loan,C,,ICT Infrastructure,Central Government (Central Agencies),,Other public sector governance,"Public expenditure, financial management and procurement"
P004796,East Asia and Pacific,Kingdom of Thailand,Closed,DISTRIBUTION SYSTEM AND ENERGY EFFICIENCY,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004796,1993-04-27T00:00:00Z,1999-12-31T00:00:00Z,,,109000000.0,0.0,109000000.0,0,,Specific Investment Loan,B,,Power,,,Environmental policies and institutions,Infrastructure services for private sector development
P008583,Europe and Central Asia,Republic of Poland,Closed,Agriculture Sector Adjustment Loan (ASAL),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008583,1993-05-04T00:00:00Z,1996-03-31T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Sector Adjustment Loan,C,,"Other Agriculture, Fishing and Forestry","Agricultural markets, commercialization and agri-business",Other Public Administration,"Public expenditure, financial management and procurement",Rural markets
P008589,Europe and Central Asia,Republic of Poland,Closed,Enterprise & Financial Sector Adjustment Loan (EFSAL),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008589,1993-05-04T00:00:00Z,1996-06-30T00:00:00Z,,,450000000.0,0.0,450000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Banking Institutions,Central Government (Central Agencies),Macroeconomic management,Other financial and private sector development
P004599,East Asia and Pacific,Republic of the Philippines,Closed,Philippines Tax Computerization Project.,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004599,1993-05-11T00:00:00Z,1999-12-31T00:00:00Z,,,63000000.0,0.0,63000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Tax policy and administration,
P005725,Middle East and North Africa,Republic of Tunisia,Closed,Forestry Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005725,1993-05-11T00:00:00Z,2001-05-31T00:00:00Z,,,69000000.0,0.0,69000000.0,0,,Specific Investment Loan,B,,Forestry,Central Government (Central Agencies),Sub-National Government,Land administration and management,Environmental policies and institutions
P004007,East Asia and Pacific,Republic of Indonesia,Closed,Cirata Hydroelectric Phase (02) Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004007,1993-05-11T00:00:00Z,1999-06-30T00:00:00Z,,,104000000.0,0.0,104000000.0,0,,Specific Investment Loan,A,,Power,,,Infrastructure services for private sector development,Law reform
P006427,Latin America and Caribbean,Federative Republic of Brazil,Closed,Northeast Basic Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006427,1993-05-13T00:00:00Z,1998-12-31T00:00:00Z,,,212000000.0,0.0,212000000.0,0,,Sector Investment and Maintenance Loan,C,,Primary Education,Tertiary Education,Sub-National Government,Administrative and civil service reform,Education for all
P003616,East Asia and Pacific,People's Republic of China,Closed,Tianhuangping Hydroelectric Project ,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003616,1993-05-18T00:00:00Z,2002-06-30T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Specific Investment Loan,A,,Power,"Other Water Supply, Sanitation and Waste Management",,Pollution management and environmental health,Regulation and competition policy
P005168,Middle East and North Africa,Arab Republic of Egypt,Closed,Private Sector Tourism Infrastructure and Environmental Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005168,1993-05-18T00:00:00Z,2003-12-31T00:00:00Z,,,130000000.0,0.0,130000000.0,0,,Specific Investment Loan,A,,Roads and highways,"Other Water Supply, Sanitation and Waste Management",Power,Rural non-farm income generation,Regulation and competition policy
P004589,East Asia and Pacific,Republic of the Philippines,Closed,Irrigation Operation Support Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004589,1993-05-20T00:00:00Z,2000-12-31T00:00:00Z,,,51300000.0,0.0,51300000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,"Agricultural Extension, Research, and Other Support Activities",,Rural markets,Rural services and infrastructure
P006870,Latin America and Caribbean,Republic of Colombia,Closed,Export Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006870,1993-05-25T00:00:00Z,1999-12-31T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Financial Intermediary Loan,C,,Central Government (Central Agencies),Capital Markets,,Legal institutions for a market economy,Trade facilitation and market access
P008059,Latin America and Caribbean,Republic of Peru,Closed,Energy and Mining Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008059,1993-06-01T00:00:00Z,1998-09-30T00:00:00Z,,,11800000.0,0.0,11800000.0,0,,Technical Assistance Loan,B,,Central Government (Central Agencies),,,Administrative and civil service reform,
P007098,Latin America and Caribbean,Republic of Ecuador,Closed,Private Sector Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007098,1993-06-01T00:00:00Z,1999-06-01T00:00:00Z,,,75000000.0,0.0,75000000.0,0,,Financial Intermediary Loan,B,,Capital Markets,,,Other financial and private sector development,Trade facilitation and market access
P006003,Latin America and Caribbean,Argentine Republic,Closed,Road Maintenance and Rehabilitation Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006003,1993-06-03T00:00:00Z,2000-06-30T00:00:00Z,,,340000000.0,0.0,340000000.0,0,,Specific Investment Loan,B,,Roads and highways,,,Pollution management and environmental health,Natural disaster management
P004170,East Asia and Pacific,Republic of Korea,Closed,Petroleum Distribution and Sector Management Improvement,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004170,1993-06-03T00:00:00Z,1998-12-31T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Specific Investment Loan,A,,Oil and Gas,,,Pollution management and environmental health,Other financial and private sector development
P004171,East Asia and Pacific,Republic of Korea,Closed,Environmental Research and Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004171,1993-06-03T00:00:00Z,1998-12-31T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Specific Investment Loan,C,,Tertiary Education,,,Education for the knowledge economy,Environmental policies and institutions
P009106,Europe and Central Asia,Ukraine,Closed,Institution Building Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009106,1993-06-08T00:00:00Z,1999-04-01T00:00:00Z,,,27000000.0,0.0,27000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Sub-National Government,Banking Institutions,Macroeconomic management,"Public expenditure, financial management and procurement"
P006854,Latin America and Caribbean,Republic of Colombia,Closed,Municipal Health Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006854,1993-06-08T00:00:00Z,2002-12-31T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,C,,Health,,,Social Protection and Labor Policy & Systems,Municipal governance and institution building
P005514,Middle East and North Africa,Kingdom of Morocco,Closed,Land Development for Low Income Families Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005514,1993-06-10T00:00:00Z,2000-06-30T00:00:00Z,,,130000000.0,0.0,130000000.0,0,,Financial Intermediary Loan,B,,Banking Institutions,Other Non-bank Financial Institutions,Power,Land administration and management,Other financial and private sector development
P005517,Middle East and North Africa,Kingdom of Morocco,Closed,Municipal Finance Project (01),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005517,1993-06-10T00:00:00Z,1999-06-30T00:00:00Z,,,104000000.0,0.0,104000000.0,0,,Specific Investment Loan,B,,Power,Agro-industry,"Other Water Supply, Sanitation and Waste Management",Municipal finance,Infrastructure services for private sector development
